5,7.2
6,5.4
8,5.4
9,1.8
10,3.6
11,1.8
12,7.2
14,1.8
15,1.8
16,1.8
20,1.8
22,3.6
23,5.4
26,1.8
29,1.8
34,1.8
36,1.8
51,1.8
52,1.8
55,1.8
57,1.8
62,1.8
63,1.8
64,1.8
65,1.8
73,1.8
74,1.8
79,1.8
80,1.8
82,3.6
86,1.8
88,3.6
93,1.8
98,1.8
