1500,1.7281e+06,1.7372e+06,1.7552e+06,1.8223e+06,1.8523e+06
1560,1.7197e+06,1.7278e+06,1.7437e+06,1.8025e+06,1.8283e+06
1620,1.7117e+06,1.7188e+06,1.7327e+06,1.7834e+06,1.805e+06
1680,1.704e+06,1.7101e+06,1.7221e+06,1.7648e+06,1.7824e+06
1740,1.6967e+06,1.7019e+06,1.7119e+06,1.7469e+06,1.7605e+06
1800,1.6897e+06,1.694e+06,1.7022e+06,1.7296e+06,1.7393e+06
1860,1.6831e+06,1.6864e+06,1.6928e+06,1.7129e+06,1.7187e+06
1920,1.6768e+06,1.6793e+06,1.6839e+06,1.6968e+06,1.6988e+06
1980,1.6707e+06,1.6724e+06,1.6753e+06,1.6811e+06,1.6794e+06
2040,1.665e+06,1.6658e+06,1.6671e+06,1.666e+06,1.6607e+06
2100,1.6596e+06,1.6596e+06,1.6593e+06,1.6514e+06,1.6426e+06
2160,1.6545e+06,1.6537e+06,1.6518e+06,1.6374e+06,1.625e+06
2220,1.6496e+06,1.6481e+06,1.6446e+06,1.6238e+06,1.608e+06
2280,1.645e+06,1.6428e+06,1.6378e+06,1.6107e+06,1.5915e+06
2340,1.6407e+06,1.6378e+06,1.6313e+06,1.598e+06,1.5755e+06
2400,1.6367e+06,1.633e+06,1.6251e+06,1.5858e+06,1.5601e+06
2460,1.6329e+06,1.6285e+06,1.6193e+06,1.5741e+06,1.5452e+06
2520,1.6294e+06,1.6243e+06,1.6137e+06,1.5627e+06,1.5307e+06
2580,1.6261e+06,1.6204e+06,1.6084e+06,1.5518e+06,1.5168e+06
2640,1.623e+06,1.6167e+06,1.6035e+06,1.5414e+06,1.5033e+06
2700,1.6202e+06,1.6133e+06,1.5988e+06,1.5313e+06,1.4903e+06
2760,1.6176e+06,1.6101e+06,1.5944e+06,1.5216e+06,1.4778e+06
2820,1.6153e+06,1.6071e+06,1.5902e+06,1.5123e+06,1.4657e+06
2880,1.6131e+06,1.6044e+06,1.5863e+06,1.5034e+06,1.454e+06
2940,1.6112e+06,1.6019e+06,1.5827e+06,1.4949e+06,1.4428e+06
3000,1.6095e+06,1.5996e+06,1.5793e+06,1.4867e+06,1.4319e+06
3060,1.6079e+06,1.5976e+06,1.5761e+06,1.4788e+06,1.4215e+06
3120,1.6066e+06,1.5957e+06,1.5732e+06,1.4713e+06,1.4115e+06
3180,1.6054e+06,1.5941e+06,1.5705e+06,1.4642e+06,1.4019e+06
3240,1.6044e+06,1.5926e+06,1.568e+06,1.4573e+06,1.3927e+06
3300,1.6036e+06,1.5913e+06,1.5657e+06,1.4508e+06,1.3838e+06
3360,1.603e+06,1.5901e+06,1.5636e+06,1.4445e+06,1.3753e+06
3420,1.6024e+06,1.5891e+06,1.5617e+06,1.4386e+06,1.3671e+06
3480,1.602e+06,1.5883e+06,1.5599e+06,1.4328e+06,1.3593e+06
3540,1.6017e+06,1.5876e+06,1.5583e+06,1.4274e+06,1.3517e+06
3600,1.6015e+06,1.5869e+06,1.5568e+06,1.4221e+06,1.3444e+06
3660,1.6014e+06,1.5864e+06,1.5554e+06,1.4171e+06,1.3374e+06
3720,1.6014e+06,1.5859e+06,1.5541e+06,1.4122e+06,1.3307e+06
3780,1.6013e+06,1.5855e+06,1.5529e+06,1.4075e+06,1.3242e+06
3840,1.6013e+06,1.5851e+06,1.5516e+06,1.4029e+06,1.3178e+06
3900,1.6012e+06,1.5846e+06,1.5504e+06,1.3984e+06,1.3116e+06
3960,1.601e+06,1.5841e+06,1.5491e+06,1.3939e+06,1.3056e+06
4020,1.6008e+06,1.5834e+06,1.5477e+06,1.3895e+06,1.2996e+06
4080,1.6003e+06,1.5826e+06,1.5462e+06,1.385e+06,1.2937e+06
4140,1.5996e+06,1.5816e+06,1.5444e+06,1.3804e+06,1.2877e+06
4200,1.5987e+06,1.5803e+06,1.5424e+06,1.3757e+06,1.2817e+06
4260,1.5973e+06,1.5786e+06,1.5401e+06,1.3707e+06,1.2756e+06
4320,1.5955e+06,1.5764e+06,1.5373e+06,1.3655e+06,1.2692e+06
4380,1.5931e+06,1.5737e+06,1.5339e+06,1.3598e+06,1.2626e+06
4440,1.59e+06,1.5703e+06,1.5299e+06,1.3537e+06,1.2556e+06
4500,1.586e+06,1.5661e+06,1.5252e+06,1.3469e+06,1.2481e+06
4560,1.5811e+06,1.5609e+06,1.5194e+06,1.3395e+06,1.2401e+06
4620,1.575e+06,1.5545e+06,1.5126e+06,1.3311e+06,1.2313e+06
4680,1.5675e+06,1.5468e+06,1.5045e+06,1.3217e+06,1.2216e+06
4740,1.5584e+06,1.5375e+06,1.4948e+06,1.311e+06,1.2109e+06
4800,1.5474e+06,1.5263e+06,1.4833e+06,1.2989e+06,1.199e+06
4860,1.5341e+06,1.5129e+06,1.4696e+06,1.2851e+06,1.1855e+06
4920,1.5183e+06,1.497e+06,1.4536e+06,1.2693e+06,1.1704e+06
4980,1.4994e+06,1.4781e+06,1.4347e+06,1.2513e+06,1.1533e+06
5040,1.4771e+06,1.4558e+06,1.4126e+06,1.2305e+06,1.1339e+06
5100,1.4507e+06,1.4296e+06,1.3866e+06,1.2068e+06,1.1118e+06
5160,1.4198e+06,1.3988e+06,1.3564e+06,1.1795e+06,1.0867e+06
5220,1.3835e+06,1.3629e+06,1.3212e+06,1.1483e+06,1.058e+06
5280,1.3413e+06,1.3211e+06,1.2804e+06,1.1124e+06,1.0252e+06
5340,1.2921e+06,1.2726e+06,1.2332e+06,1.0713e+06,9.8778e+05
5400,1.2353e+06,1.2165e+06,1.1788e+06,1.0243e+06,9.4497e+05
5460,1.1696e+06,1.1518e+06,1.1161e+06,9.7039e+05,8.9599e+05
5520,1.0941e+06,1.0775e+06,1.0441e+06,9.0873e+05,8.3991e+05
5580,1.0075e+06,9.9224e+05,9.6169e+05,8.3815e+05,7.7562e+05
5640,9.0833e+05,8.947e+05,8.6738e+05,7.5731e+05,7.018e+05
5700,7.9504e+05,7.8323e+05,7.5959e+05,6.6456e+05,6.1679e+05
5760,6.6558e+05,6.5581e+05,6.3625e+05,5.578e+05,5.1846e+05
5820,5.1732e+05,5.0978e+05,4.9468e+05,4.3423e+05,4.0397e+05
5880,3.4649e+05,3.4134e+05,3.3103e+05,2.8981e+05,2.692e+05
5940,1.4717e+05,1.4454e+05,1.393e+05,1.1832e+05,1.0783e+05
6000,-90993,-90993,-90993,-90993,-90993
